region,anzsic_descriptor,sub_industry,household_category,gas,units,magnitude,year,data_val
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,9.48
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,8.26
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,8.42
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,7.73
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,8.77
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,8.12
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,6.42
West Coast,Wholesale and retail trade and accommodation and food services,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,5.79
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,2537.64
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,2443.04
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,2446.43
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,2455.65
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,2459.22
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,2449.07
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,2452.71
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,2512.02
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,2673.22
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,2782.09
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,2887.46
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,2831.58
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,2789.96
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,2478.09
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,2621.16
Auckland,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,2597.79
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,552.26
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,531.77
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,532.58
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,534.62
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,533.83
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,531.12
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,530.68
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,533.3
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,577.54
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,612.68
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,647.02
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,643.76
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,653.04
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,630.98
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,653.26
Bay of Plenty,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,655.03
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,1100.78
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,1061.26
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,1060.29
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,1060.68
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,1056.92
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,1049.96
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,1052.14
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,1109.09
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,1115.41
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,1098.51
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,1114.54
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,1096.67
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,1053
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,1033.43
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,1062.73
Canterbury,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,1069.26
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,77.2
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,74.72
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,75.14
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,75.32
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,75.09
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,74.81
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,73.28
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,75.16
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,78.16
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,79.4
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,83.26
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,77.62
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,74.96
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,75.52
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,79.86
Gisborne,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,74.11
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,275.6
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,265.38
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,265.3
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,265.06
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,264
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,261.28
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,244.59
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,252.66
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,269.54
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,265.44
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,290.75
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,288.63
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,281.29
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,265.92
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,283.12
Hawke's Bay,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,279.75
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,451.06
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,433.91
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,438.08
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,434.86
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,432.87
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,430.82
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,423.48
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,439.56
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,458.32
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,449.18
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,482.11
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,478.86
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,479.69
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,449.19
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2021,460.55
Manawatū-Whanganui,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2022,439.6
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2007,98.28
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2008,95.04
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2009,94.76
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2010,95.35
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2011,95.36
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2012,94.81
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2013,92.79
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2014,93.06
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2015,96.66
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2016,98.11
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2017,100.84
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2018,96.81
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2019,94.32
Marlborough,Households,Total,Total,Carbon dioxide equivalents,Kilotonnes,Carbon dioxide equivalents,2020,98.93
